freq,peak_mag,dbspl
6000,9.09843150668575e-05,20.1546890786322
6892,4.51005195294274e-05,14.0589893717967
7917,4.42039387545363e-05,13.8845778480195
8485,2.63075222696444e-06,-10.6230425881623
9094,1.11886443339248e-05,1.95090785088426
10447,6.04010932888053e-05,16.5962544703332
12000,1.98696621937836e-05,6.93916815144091
13784,5.31798567775509e-05,15.4903017450687
15834,1.72223172629642e-05,5.69719018523544
16971,4.29230967093231e-05,13.62917941426
18189,5.01379035909011e-05,14.9786818958694
20893,5.69538511788042e-05,16.0858203995369
24000,5.52902068980993e-05,15.828322779484
27569,4.0949409612246e-05,13.2203113718063
31668,2.23166713340235e-05,7.9479468268657
33941,2.66891809050034e-05,9.50206338628705
36377,4.10475520238106e-05,13.2411037169304
41786,4.40701403741544e-06,-6.1417528453664
48000,4.26163483415066e-05,13.5668831510778
55138,6.05614763442463e-05,16.6192875513918
63336,1.89671830107336e-05,6.5354151706161
67882,3.06354149010937e-05,10.6998338064794
72754,9.41441137152418e-05,20.451221903501
6000,0.000538344939212021,35.5965711729368
6892,7.74228463344135e-05,18.7527411469002
7917,4.08807977010458e-05,13.2057457083975
8485,4.64702944655989e-05,14.3188669668334
9094,6.7428344396469e-05,17.5522084046563
10447,6.92091906798445e-05,17.7786338918492
12000,0.000104977401197927,21.3972748226609
13784,5.72927123645914e-05,16.1373461417974
15834,5.78681013283524e-05,16.2241431427312
16971,0.000113853799671383,22.1023090579441
18189,0.000123586139692554,22.8147538163004
20893,7.02346679860209e-05,17.906389152944
24000,0.000220672407693232,27.8503191476774
27569,1.71384968406556e-05,5.65481305298478
31668,1.54940734659279e-05,4.77867069500641
33941,1.18523786846042e-05,2.45146885329004
36377,6.13640092092757e-06,-3.26636699350026
41786,8.76571360753057e-05,19.8311040242379
48000,8.26400934611174e-05,19.319174471183
55138,4.90641487671262e-05,14.7906438477777
63336,3.75250053265112e-05,12.461773728943
67882,1.62173826768654e-05,5.17497377273077
72754,0.000114460087021722,22.1484399128711
6000,5.19633450239906e-05,15.2893004784274
6892,0.000125379961574691,22.9399211257993
7917,5.49476495999333e-05,15.7743408796504
8485,0.000131388614137666,23.3465131137812
9094,7.28645463756261e-05,18.2256837878995
10447,0.000111792318900977,21.9435977734935
12000,6.55742002258496e-05,17.310018526363
13784,0.000182546837811221,26.2028447623995
15834,0.000102237185906527,21.1675362169085
16971,5.22468401617814e-05,15.3365590750781
18189,0.000145336374802689,24.2228449411043
20893,0.000176318694782602,25.9013257231867
24000,0.000153292102437075,24.6857540919102
27569,7.78634765121656e-05,18.8020342887161
31668,8.68913656239688e-05,19.7548909346098
33941,5.15509239956703e-05,15.2200875568635
36377,0.000130258038958905,23.2714491889682
41786,5.67772337019354e-05,16.0588430582577
48000,6.57472129248975e-05,17.3329054271864
55138,4.39581098430307e-05,13.836138675767
63336,7.96354389156871e-05,18.9974860386035
67882,3.68842101011414e-05,12.3121682217318
72754,0.000131186075787043,23.3331132989673
6000,0.000160832620505747,25.1028412401975
6892,0.000356711093202474,32.0216907873676
7917,0.000242980446090901,28.686784978772
8485,0.000341009791207437,31.6306954538272
9094,0.000209301502342253,27.3908053910327
10447,0.0002816849433467,29.9706311507469
12000,0.000291188299174697,30.2588368722661
13784,0.000151648093029187,24.5920975464973
15834,0.000351349178335619,31.8901373223995
16971,0.000247311890168044,28.8402584119126
18189,0.000459544120406959,34.2219027564391
20893,0.000353471377963089,31.9424435364983
24000,0.000507584210785842,35.0855205619565
27569,0.000289773271537207,30.2165249576108
31668,0.000121684960477153,22.6800965853872
33941,0.000254207640161416,29.079130458727
36377,0.000337590846131417,31.5431717196929
41786,0.000349276150566351,31.8387371168298
48000,0.000225413271022269,28.0349481016281
55138,0.000118895274324885,22.4786503429355
63336,0.000257185325560568,29.180282178784
67882,0.000140300448485546,23.916539663709
72754,3.18479231308478e-05,11.0369808047213
6000,0.000503869656097843,35.0217225812809
6892,0.00117497149651231,42.3759051025048
7917,0.000829262219468992,39.3491960721092
8485,0.00120942664743155,42.6269491423897
9094,0.000679048262249275,37.6133713207209
10447,0.000932011565901635,40.3637845139786
12000,0.000903205579636042,40.0910907141034
13784,0.000521291168537199,35.3169658253589
15834,0.00104210976305099,41.3336277701652
16971,0.00074331413868793,38.3988063509315
18189,0.00122515851069501,42.7392041026085
20893,0.00114248273923579,42.1323514260946
24000,0.00125558751668876,42.9522982617875
27569,0.00088648632094236,39.9287992485869
31668,0.000274633545755299,29.7504301587873
33941,0.00065125294225907,37.2503524454454
36377,0.00104942647678839,41.3943988207191
41786,0.000904732726298809,40.1057644786729
48000,0.000781785431313648,38.8371099383159
55138,0.000291496117081315,30.2680139586601
63336,0.000796421749018193,38.9982207059655
67882,0.000715042866590777,38.0620000456443
72754,0.000270494179165284,29.6185169546532
6000,0.00150494093331958,44.5257475748244
6892,0.00338577718318186,51.5685259566046
7917,0.00253600525483475,49.0583614598825
8485,0.00385852761580067,52.7037907352836
9094,0.00214198936685631,47.5917046897292
10447,0.00308506458537609,50.7606436848309
12000,0.00288826334456515,50.1880942492752
13784,0.00171993758940011,45.6856122406204
15834,0.00349121326496977,51.834886058239
16971,0.00261042680802215,49.3095888943225
18189,0.00410172459717386,53.2346884197004
20893,0.00361693596203639,52.1421748703603
24000,0.00349541772683347,51.8453401658588
27569,0.00286381171223487,50.1142476957815
31668,0.00101850783648935,41.1346459746961
33941,0.00203931408284371,47.1650408445872
36377,0.00309697168130113,50.7941031614651
41786,0.00299159329328481,50.4934094962664
48000,0.00234618147653885,48.3825905106361
55138,0.000911475291864484,40.17025648493
63336,0.00265433228586161,49.4544642701567
67882,0.00157560928881397,44.9243291272172
72754,0.000894882551511048,40.0106792828525
6000,0.00500738422532066,54.9675768147157
6892,0.0109613721977077,61.7726569705148
7917,0.00815342410464116,59.2021591370597
8485,0.0123394669933882,62.8012864904094
9094,0.00691538670198758,57.7716878870635
10447,0.009532478974382,60.5594755983367
12000,0.00926828961523167,60.3153504007269
13784,0.00547834545020399,55.7483467629319
15834,0.0111462220198665,61.9179122667269
16971,0.00829191679436426,59.3484571876112
18189,0.0129508727655217,63.2213392120472
20893,0.0115825069095821,62.2514098368135
24000,0.0111440548836454,61.9162233234995
27569,0.0091389618256415,60.1932957424909
31668,0.00323290565099874,51.1672190849543
33941,0.00650832518328292,57.2447433574072
36377,0.0101075140743582,61.0682455726313
41786,0.00948072113779543,60.5121859296508
48000,0.00736568224192002,58.319618063889
55138,0.00296199739757065,50.4070519299429
63336,0.00860763104486971,59.6730313425527
67882,0.00481205795755351,54.6219754665885
72754,0.00299496224776256,50.503185525129
6000,0.0157392183438027,64.9150216818803
6892,0.0346362511533764,71.7659760802378
7917,0.0255829626121393,69.1343752005041
8485,0.0390642037311334,72.8109380027814
9094,0.02167006291052,67.692561920216
10447,0.030075950780839,70.5397457863758
12000,0.0291277864294391,70.2615081098418
13784,0.0173271824242476,65.7499174329882
15834,0.0351434778159014,71.8922532233555
16971,0.0259966059764523,69.2736915125792
18189,0.0409403312064735,73.2183855132026
20893,0.0370705030923669,72.3559280773198
24000,0.0352146651712417,71.9098297453288
27569,0.028841332300567,70.1756648451375
31668,0.0100946741957694,61.057204611928
33941,0.0208036689030137,67.338157142181
36377,0.0321061430154749,71.1071211958897
41786,0.0300212176970128,70.5239245532246
48000,0.0232598088506391,68.3074813051193
55138,0.00934149562753476,60.3836867748728
63336,0.0272503185850409,69.6827901577943
67882,0.0151108089667663,64.5611127815654
72754,0.00895885201662517,60.0204057361638
6000,0.04962087916167,74.8886475707046
6892,0.109623962288851,81.7734683841027
7917,0.0814777312197466,79.1961370255458
8485,0.123336890568239,82.7972183833421
9094,0.0686033754508237,77.702268168991
10447,0.0952077651730538,80.5488058979815
12000,0.0922131676661676,80.2712172971445
13784,0.0549320653071863,75.7718770318344
15834,0.110741044416417,81.8615307796248
16971,0.0833261851814181,79.3909884680997
18189,0.129535557125586,83.2231384242529
20893,0.116322943929537,82.2886661754144
24000,0.111339063599838,81.908309766092
27569,0.0911475741495897,80.1702607696845
31668,0.0320996606018901,71.1053672881118
33941,0.0659468522605244,77.3592398950691
36377,0.101277298061581,81.0856006067313
41786,0.0949265256657692,80.5231101952976
48000,0.073284297567838,78.275577067347
55138,0.0294557954765559,70.3587735914928
63336,0.0860196488891272,79.667311788499
67882,0.0475196700086875,74.5128267998757
72754,0.0286943162494425,70.1312760876822
